"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","stim","index","workerId","response"
"553.1000000238419","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","51","html-keyboard-response","150","472937","0.0-8.0-3.33","stim/test/noi010_act05_scr0_con0_tri006.mp4","34","123","3"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","151","473941","0.0-8.0-0.34","","","",""
"null","","null","video-keyboard-response","152","479078","0.0-8.0-1.34","stim/test/noi005_act01_scr1_con0_tri002.mp4","","",""
"5620.299999982119","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","74","html-keyboard-response","153","484699","0.0-8.0-2.34","stim/test/noi005_act01_scr1_con0_tri002.mp4","35","123","yes"
"484.59999999403954","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","51","html-keyboard-response","154","485185","0.0-8.0-3.34","stim/test/noi005_act01_scr1_con0_tri002.mp4","35","123","3"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","155","486199","0.0-8.0-0.35","","","",""
"null","","null","video-keyboard-response","156","491343","0.0-8.0-1.35","stim/test/noi020_act06_scr0_con1_tri011.mp4","","",""
"309.5","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","157","491654","0.0-8.0-2.35","stim/test/noi020_act06_scr0_con1_tri011.mp4","36","123","no"
"794.4000000059605","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","50","html-keyboard-response","158","492449","0.0-8.0-3.35","stim/test/noi020_act06_scr0_con1_tri011.mp4","36","123","2"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","159","493460","0.0-8.0-0.36","","","",""
"null","","null","video-keyboard-response","160","499173","0.0-8.0-1.36","stim/test/noi020_act03_scr0_con1_tri002.mp4","","",""
"371.5","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","161","499545","0.0-8.0-2.36","stim/test/noi020_act03_scr0_con1_tri002.mp4","37","123","no"
"501.80000001192093","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","50","html-keyboard-response","162","500048","0.0-8.0-3.36","stim/test/noi020_act03_scr0_con1_tri002.mp4","37","123","2"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","163","501052","0.0-8.0-0.37","","","",""
"null","","null","video-keyboard-response","164","506189","0.0-8.0-1.37","stim/test/noi020_act01_scr0_con0_tri009.mp4","","",""
"504","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","74","html-keyboard-response","165","506693","0.0-8.0-2.37","stim/test/noi020_act01_scr0_con0_tri009.mp4","38","123","yes"
"302.7000000178814","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","51","html-keyboard-response","166","506997","0.0-8.0-3.37","stim/test/noi020_act01_scr0_con0_tri009.mp4","38","123","3"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","167","507998","0.0-8.0-0.38","","","",""
"null","","null","video-keyboard-response","168","513140","0.0-8.0-1.38","stim/test/noi020_act01_scr1_con0_tri039.mp4","","",""
"400.89999997615814","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","169","513543","0.0-8.0-2.38","stim/test/noi020_act01_scr1_con0_tri039.mp4","39","123","no"
"425.90000000596046","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","51","html-keyboard-response","170","513970","0.0-8.0-3.38","stim/test/noi020_act01_scr1_con0_tri039.mp4","39","123","3"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","171","514979","0.0-8.0-0.39","","","",""
"null","","null","video-keyboard-response","172","520710","0.0-8.0-1.39","stim/test/noi020_act03_scr1_con0_tri050.mp4","","",""
"370.09999999403954","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","173","521081","0.0-8.0-2.39","stim/test/noi020_act03_scr1_con0_tri050.mp4","40","123","no"
"233.80000001192093","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","51","html-keyboard-response","174","521315","0.0-8.0-3.39","stim/test/noi020_act03_scr1_con0_tri050.mp4","40","123","3"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","175","522321","0.0-8.0-0.40","","","",""
"null","","null","video-keyboard-response","176","528510","0.0-8.0-1.40","stim/test/noi005_act05_scr1_con1_tri009.mp4","","",""
"488.80000001192093","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","177","529001","0.0-8.0-2.40","stim/test/noi005_act05_scr1_con1_tri009.mp4","41","123","no"
"442.5","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","52","html-keyboard-response","178","529444","0.0-8.0-3.40","stim/test/noi005_act05_scr1_con1_tri009.mp4","41","123","4"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","179","530451","0.0-8.0-0.41","","","",""
"null","","null","video-keyboard-response","180","535589","0.0-8.0-1.41","stim/test/noi010_act06_scr1_con1_tri014.mp4","","",""
"443.69999998807907","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","181","536034","0.0-8.0-2.41","stim/test/noi010_act06_scr1_con1_tri014.mp4","42","123","no"
"866.7999999821186","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","50","html-keyboard-response","182","536901","0.0-8.0-3.41","stim/test/noi010_act06_scr1_con1_tri014.mp4","42","123","2"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","183","537915","0.0-8.0-0.42","","","",""
"null","","null","video-keyboard-response","184","544106","0.0-8.0-1.42","stim/test/noi010_act10_scr0_con0_tri015.mp4","","",""
"674.7999999821186","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","74","html-keyboard-response","185","544782","0.0-8.0-2.42","stim/test/noi010_act10_scr0_con0_tri015.mp4","43","123","yes"
"828.5","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","53","html-keyboard-response","186","545611","0.0-8.0-3.42","stim/test/noi010_act10_scr0_con0_tri015.mp4","43","123","5"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","187","546626","0.0-8.0-0.43","","","",""
"null","","null","video-keyboard-response","188","552327","0.0-8.0-1.43","stim/test/noi010_act08_scr1_con1_tri030.mp4","","",""
"409.7999999821186","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","189","552739","0.0-8.0-2.43","stim/test/noi010_act08_scr1_con1_tri030.mp4","44","123","no"
"583.0999999940395","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","52","html-keyboard-response","190","553323","0.0-8.0-3.43","stim/test/noi010_act08_scr1_con1_tri030.mp4","44","123","4"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","191","554331","0.0-8.0-0.44","","","",""
"null","","null","video-keyboard-response","192","560043","0.0-8.0-1.44","stim/test/noi020_act03_scr0_con0_tri100.mp4","","",""
"447.90000000596046","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","193","560493","0.0-8.0-2.44","stim/test/noi020_act03_scr0_con0_tri100.mp4","45","123","no"
"708.5999999940395","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","52","html-keyboard-response","194","561202","0.0-8.0-3.44","stim/test/noi020_act03_scr0_con0_tri100.mp4","45","123","4"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","195","562216","0.0-8.0-0.45","","","",""
"null","","null","video-keyboard-response","196","567924","0.0-8.0-1.45","stim/test/noi005_act08_scr1_con1_tri008.mp4","","",""
"375.5","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","197","568301","0.0-8.0-2.45","stim/test/noi005_act08_scr1_con1_tri008.mp4","46","123","no"
"644.2000000178814","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","53","html-keyboard-response","198","568947","0.0-8.0-3.45","stim/test/noi005_act08_scr1_con1_tri008.mp4","46","123","5"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","199","569956","0.0-8.0-0.46","","","",""
"null","","null","video-keyboard-response","200","575098","0.0-8.0-1.46","stim/test/noi005_act06_scr1_con0_tri038.mp4","","",""
"371.30000001192093","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","201","575471","0.0-8.0-2.46","stim/test/noi005_act06_scr1_con0_tri038.mp4","47","123","no"
"642.5999999940395","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","50","html-keyboard-response","202","576114","0.0-8.0-3.46","stim/test/noi005_act06_scr1_con0_tri038.mp4","47","123","2"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","203","577118","0.0-8.0-0.47","","","",""
"null","","null","video-keyboard-response","204","583293","0.0-8.0-1.47","stim/test/noi020_act10_scr0_con1_tri023.mp4","","",""
"613.0999999940395","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","74","html-keyboard-response","205","583907","0.0-8.0-2.47","stim/test/noi020_act10_scr0_con1_tri023.mp4","48","123","yes"
"824.4000000059605","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","51","html-keyboard-response","206","584732","0.0-8.0-3.47","stim/test/noi020_act10_scr0_con1_tri023.mp4","48","123","3"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","207","585746","0.0-8.0-0.48","","","",""
"null","","null","video-keyboard-response","208","591469","0.0-8.0-1.48","stim/test/noi005_act03_scr1_con0_tri016.mp4","","",""
"438.5","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","209","591909","0.0-8.0-2.48","stim/test/noi005_act03_scr1_con0_tri016.mp4","49","123","no"
"404.19999998807907","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","51","html-keyboard-response","210","592313","0.0-8.0-3.48","stim/test/noi005_act03_scr1_con0_tri016.mp4","49","123","3"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","211","593318","0.0-8.0-0.49","","","",""
"null","","null","video-keyboard-response","212","599020","0.0-8.0-1.49","stim/test/noi020_act08_scr0_con1_tri005.mp4","","",""
"388.2000000178814","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","213","599409","0.0-8.0-2.49","stim/test/noi020_act08_scr0_con1_tri005.mp4","50","123","no"
"228.5","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","51","html-keyboard-response","214","599638","0.0-8.0-3.49","stim/test/noi020_act08_scr0_con1_tri005.mp4","50","123","3"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","215","600640","0.0-8.0-0.50","","","",""
"null","","null","video-keyboard-response","216","606352","0.0-8.0-1.50","stim/test/noi010_act08_scr1_con0_tri009.mp4","","",""
"824.1999999880791","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","217","607178","0.0-8.0-2.50","stim/test/noi010_act08_scr1_con0_tri009.mp4","51","123","no"
"679.6000000238419","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","50","html-keyboard-response","218","607858","0.0-8.0-3.50","stim/test/noi010_act08_scr1_con0_tri009.mp4","51","123","2"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","219","608865","0.0-8.0-0.51","","","",""
"null","","null","video-keyboard-response","220","615048","0.0-8.0-1.51","stim/test/noi010_act05_scr0_con1_tri004.mp4","","",""
"583.5","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","74","html-keyboard-response","221","615633","0.0-8.0-2.51","stim/test/noi010_act05_scr0_con1_tri004.mp4","52","123","yes"
"746.8000000119209","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","52","html-keyboard-response","222","616381","0.0-8.0-3.51","stim/test/noi010_act05_scr0_con1_tri004.mp4","52","123","4"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","223","617392","0.0-8.0-0.52","","","",""
"null","","null","video-keyboard-response","224","623115","0.0-8.0-1.52","stim/test/noi010_act03_scr1_con1_tri003.mp4","","",""
"373.69999998807907","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","225","623489","0.0-8.0-2.52","stim/test/noi010_act03_scr1_con1_tri003.mp4","53","123","no"
"206.80000001192093","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","49","html-keyboard-response","226","623696","0.0-8.0-3.52","stim/test/noi010_act03_scr1_con1_tri003.mp4","53","123","1"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","227","624711","0.0-8.0-0.53","","","",""
"null","","null","video-keyboard-response","228","629845","0.0-8.0-1.53","stim/test/noi010_act06_scr0_con0_tri076.mp4","","",""
"448.2000000178814","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","74","html-keyboard-response","229","630294","0.0-8.0-2.53","stim/test/noi010_act06_scr0_con0_tri076.mp4","54","123","yes"
"523.4000000059605","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","51","html-keyboard-response","230","630819","0.0-8.0-3.53","stim/test/noi010_act06_scr0_con0_tri076.mp4","54","123","3"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","231","631836","0.0-8.0-0.54","","","",""
"null","","null","video-keyboard-response","232","637536","0.0-8.0-1.54","stim/test/noi010_act03_scr0_con0_tri011.mp4","","",""
"475.90000000596046","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","233","638014","0.0-8.0-2.54","stim/test/noi010_act03_scr0_con0_tri011.mp4","55","123","no"
"388.60000002384186","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","50","html-keyboard-response","234","638403","0.0-8.0-3.54","stim/test/noi010_act03_scr0_con0_tri011.mp4","55","123","2"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","235","639418","0.0-8.0-0.55","","","",""
"null","","null","video-keyboard-response","236","645602","0.0-8.0-1.55","stim/test/noi005_act10_scr1_con1_tri012.mp4","","",""
"435.69999998807907","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","74","html-keyboard-response","237","646039","0.0-8.0-2.55","stim/test/noi005_act10_scr1_con1_tri012.mp4","56","123","yes"
"406.2000000178814","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","50","html-keyboard-response","238","646446","0.0-8.0-3.55","stim/test/noi005_act10_scr1_con1_tri012.mp4","56","123","2"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","239","647460","0.0-8.0-0.56","","","",""
"null","","null","video-keyboard-response","240","653644","0.0-8.0-1.56","stim/test/noi005_act10_scr1_con0_tri044.mp4","","",""
"362.90000000596046","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","241","654009","0.0-8.0-2.56","stim/test/noi005_act10_scr1_con0_tri044.mp4","57","123","no"
"301.7999999821186","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","50","html-keyboard-response","242","654311","0.0-8.0-3.56","stim/test/noi005_act10_scr1_con0_tri044.mp4","57","123","2"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","243","655320","0.0-8.0-0.57","","","",""
"null","","null","video-keyboard-response","244","661494","0.0-8.0-1.57","stim/test/noi005_act05_scr1_con0_tri025.mp4","","",""
"403.5","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","245","661899","0.0-8.0-2.57","stim/test/noi005_act05_scr1_con0_tri025.mp4","58","123","no"
"272.69999998807907","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","49","html-keyboard-response","246","662172","0.0-8.0-3.57","stim/test/noi005_act05_scr1_con0_tri025.mp4","58","123","1"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","247","663184","0.0-8.0-0.58","","","",""
"null","","null","video-keyboard-response","248","668894","0.0-8.0-1.58","stim/test/noi010_act03_scr1_con0_tri022.mp4","","",""
"384.39999997615814","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","249","669280","0.0-8.0-2.58","stim/test/noi010_act03_scr1_con0_tri022.mp4","59","123","no"
"186.90000000596046","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","49","html-keyboard-response","250","669467","0.0-8.0-3.58","stim/test/noi010_act03_scr1_con0_tri022.mp4","59","123","1"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","251","670475","0.0-8.0-0.59","","","",""
"null","","null","video-keyboard-response","252","676676","0.0-8.0-1.59","stim/test/noi020_act05_scr1_con1_tri015.mp4","","",""
"511.90000000596046","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","253","677188","0.0-8.0-2.59","stim/test/noi020_act05_scr1_con1_tri015.mp4","60","123","no"
"337.69999998807907","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","49","html-keyboard-response","254","677527","0.0-8.0-3.59","stim/test/noi020_act05_scr1_con1_tri015.mp4","60","123","1"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","255","678542","0.0-8.0-0.60","","","",""
"null","","null","video-keyboard-response","256","684242","0.0-8.0-1.60","stim/test/noi020_act03_scr1_con1_tri024.mp4","","",""
"485.2999999821186","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","257","684728","0.0-8.0-2.60","stim/test/noi020_act03_scr1_con1_tri024.mp4","61","123","no"
"217.09999999403954","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","49","html-keyboard-response","258","684946","0.0-8.0-3.60","stim/test/noi020_act03_scr1_con1_tri024.mp4","61","123","1"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","259","685950","0.0-8.0-0.61","","","",""
"null","","null","video-keyboard-response","260","691092","0.0-8.0-1.61","stim/test/noi005_act06_scr0_con1_tri040.mp4","","",""
"639.4000000059605","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","74","html-keyboard-response","261","691733","0.0-8.0-2.61","stim/test/noi005_act06_scr0_con1_tri040.mp4","62","123","yes"
"1288.5","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","51","html-keyboard-response","262","693022","0.0-8.0-3.61","stim/test/noi005_act06_scr0_con1_tri040.mp4","62","123","3"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","263","694031","0.0-8.0-0.62","","","",""
"null","","null","video-keyboard-response","264","699741","0.0-8.0-1.62","stim/test/noi020_act08_scr0_con0_tri012.mp4","","",""
"773.4000000059605","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","265","700515","0.0-8.0-2.62","stim/test/noi020_act08_scr0_con0_tri012.mp4","63","123","no"
"481.90000000596046","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","50","html-keyboard-response","266","700997","0.0-8.0-3.62","stim/test/noi020_act08_scr0_con0_tri012.mp4","63","123","2"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","267","702007","0.0-8.0-0.63","","","",""
"null","","null","video-keyboard-response","268","708190","0.0-8.0-1.63","stim/test/noi020_act05_scr0_con0_tri021.mp4","","",""
"389","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","74","html-keyboard-response","269","708580","0.0-8.0-2.63","stim/test/noi020_act05_scr0_con0_tri021.mp4","64","123","yes"
"466.69999998807907","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","50","html-keyboard-response","270","709047","0.0-8.0-3.63","stim/test/noi020_act05_scr0_con0_tri021.mp4","64","123","2"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","271","710053","0.0-8.0-0.64","","","",""
"null","","null","video-keyboard-response","272","715756","0.0-8.0-1.64","stim/test/noi010_act08_scr0_con0_tri019.mp4","","",""
"1478.300000011921","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","273","717235","0.0-8.0-2.64","stim/test/noi010_act08_scr0_con0_tri019.mp4","65","123","no"
"328.2999999821186","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","50","html-keyboard-response","274","717564","0.0-8.0-3.64","stim/test/noi010_act08_scr0_con0_tri019.mp4","65","123","2"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","275","718574","0.0-8.0-0.65","","","",""
"null","","null","video-keyboard-response","276","724273","0.0-8.0-1.65","stim/test/noi005_act08_scr0_con0_tri023.mp4","","",""
"631.1999999880791","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","277","724905","0.0-8.0-2.65","stim/test/noi005_act08_scr0_con0_tri023.mp4","66","123","no"
"826.8000000119209","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = No confident at all AND 5 = Very confident. </i> </p>","49","html-keyboard-response","278","725733","0.0-8.0-3.65","stim/test/noi005_act08_scr0_con0_tri023.mp4","66","123","1"
"null","<div style=""font-size:60px; color:white;"">+</div>","null","html-keyboard-response","279","726743","0.0-8.0-0.66","","","",""
"null","","null","video-keyboard-response","280","732447","0.0-8.0-1.66","stim/test/noi005_act08_scr0_con1_tri010.mp4","","",""
"2663","<div style=""font-size:24px; color:white;"">Did you see a person in the cloud?</div><p style=""font-size:24px;""> <i> Press ""J"" for Yes AND ""F"" for No. </i> </p>","70","html-keyboard-response","281","735111","0.0-8.0-2.66","stim/test/noi005_act08_scr0_con1_tri010.mp4","67","123","no"
